Min,Max,Modal,Year,Month,Day,Variety_LOCAL,Variety_ONION,Variety_OTHER,Variety_PUNA,Variety_TELAGI,Grade_AVERAGE,Grade_FAQ,Grade_LARGE,Grade_MEDIUM,Grade_SMALL
200.0,1400.0,1150.0,2009.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,1020.0,580.0,2009.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1200.0,720.0,2009.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,1200.0,650.0,2009.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,1150.0,610.0,2009.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1200.0,660.0,2009.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1160.0,700.0,2009.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1270.0,780.0,2009.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1250.0,800.0,2009.0,10.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1320.0,850.0,2009.0,10.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1550.0,875.0,2009.0,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210.0,1600.0,880.0,2009.0,10.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1600.0,900.0,2009.0,10.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1500.0,860.0,2009.0,10.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,900.0,2009.0,10.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180.0,1300.0,810.0,2009.0,10.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1400.0,850.0,2009.0,10.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180.0,1350.0,880.0,2009.0,10.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1380.0,890.0,2009.0,10.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
900.0,1300.0,1100.0,2009.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400.0,1750.0,1600.0,2009.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1000.0,1750.0,1400.0,2009.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400.0,1700.0,1600.0,2009.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400.0,1600.0,1500.0,2009.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1300.0,1600.0,1400.0,2009.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
900.0,1500.0,1250.0,2009.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
900.0,1450.0,1300.0,2009.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1350.0,825.0,2009.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1500.0,980.0,2009.0,10.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1700.0,1150.0,2009.0,10.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1600.0,1100.0,2009.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1400.0,920.0,2009.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
650.0,1260.0,1150.0,2009.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1400.0,1000.0,2009.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1420.0,1200.0,2009.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,1000.0,600.0,2009.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1000.0,680.0,2009.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1400.0,860.0,2009.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1100.0,580.0,2009.0,10.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1250.0,700.0,2009.0,10.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1180.0,750.0,2009.0,10.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,1250.0,760.0,2009.0,10.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,1000.0,700.0,2009.0,10.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,1200.0,800.0,2009.0,10.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
220.0,1200.0,650.0,2009.0,10.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
180.0,1200.0,750.0,2009.0,10.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1200.0,750.0,2009.0,10.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
150.0,1300.0,820.0,2009.0,10.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1000.0,700.0,2009.0,10.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1150.0,720.0,2009.0,10.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,1100.0,710.0,2009.0,10.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1000.0,720.0,2009.0,10.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
150.0,1100.0,710.0,2009.0,10.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
150.0,1400.0,910.0,2009.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,920.0,2009.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1350.0,850.0,2009.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180.0,1400.0,900.0,2009.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1410.0,910.0,2009.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.0,1400.0,900.0,2009.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1360.0,880.0,2009.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1520.0,910.0,2009.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1750.0,980.0,2009.0,11.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280.0,1750.0,985.0,2009.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1900.0,1100.0,2009.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2500.0,1250.0,2009.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2000.0,1100.0,2009.0,11.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1910.0,1200.0,2009.0,11.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.0,2000.0,1230.0,2009.0,11.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
350.0,2250.0,1320.0,2009.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2200.0,1200.0,2009.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2100.0,1240.0,2009.0,11.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1950.0,1180.0,2009.0,11.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1240.0,2009.0,11.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2150.0,1300.0,2009.0,11.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2900.0,1500.0,2009.0,11.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1200.0,750.0,2009.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
500.0,1200.0,740.0,2009.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1200.0,800.0,2009.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1200.0,750.0,2009.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1250.0,780.0,2009.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1300.0,820.0,2009.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,900.0,2009.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,860.0,2009.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,1350.0,820.0,2009.0,11.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1500.0,900.0,2009.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
350.0,1850.0,1075.0,2009.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,2200.0,1100.0,2009.0,11.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1900.0,1200.0,2009.0,11.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1210.0,2009.0,11.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,2100.0,1100.0,2009.0,11.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1800.0,1120.0,2009.0,11.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,2200.0,1300.0,2009.0,11.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,2100.0,1280.0,2009.0,11.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,2000.0,1230.0,2009.0,11.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
350.0,2500.0,1300.0,2009.0,11.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,2300.0,1300.0,2009.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2200.0,1200.0,2009.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210.0,2150.0,1250.0,2009.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1700.0,1000.0,2009.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1650.0,950.0,2009.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2070.0,1220.0,2009.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.0,2080.0,1280.0,2009.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280.0,1960.0,1220.0,2009.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2400.0,1350.0,2009.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1250.0,2009.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2200.0,1200.0,2009.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210.0,2200.0,1250.0,2009.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1200.0,2009.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1720.0,1010.0,2009.0,12.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2000.0,1200.0,2009.0,12.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2200.0,1250.0,2009.0,12.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2050.0,1200.0,2009.0,12.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1900.0,1100.0,2009.0,12.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1800.0,1150.0,2009.0,12.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280.0,2000.0,1240.0,2009.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,2200.0,1300.0,2009.0,12.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280.0,1780.0,1050.0,2009.0,12.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1700.0,1050.0,2009.0,12.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1850.0,1050.0,2009.0,12.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
800.0,2300.0,1350.0,2009.0,12.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,2000.0,1250.0,2009.0,12.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1500.0,1600.0,1550.0,2009.0,12.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1600.0,1700.0,1650.0,2009.0,12.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1550.0,2100.0,1850.0,2009.0,12.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2200.0,1320.0,2009.0,12.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
800.0,2500.0,1550.0,2009.0,12.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1900.0,1150.0,2009.0,12.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,2000.0,1300.0,2009.0,12.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,2200.0,1250.0,2009.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1160.0,2009.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,2000.0,1220.0,2009.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,1600.0,900.0,2009.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
280.0,1800.0,1050.0,2009.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,850.0,2009.0,12.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
350.0,1700.0,1050.0,2009.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1600.0,900.0,2009.0,12.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,2300.0,1300.0,2009.0,12.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,2100.0,1300.0,2009.0,12.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,2400.0,1200.0,2009.0,12.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,2100.0,1250.0,2009.0,12.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
700.0,2400.0,1500.0,2009.0,12.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,1200.0,2010.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1870.0,1060.0,2010.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1750.0,1100.0,2010.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1470.0,900.0,2010.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1550.0,825.0,2010.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1550.0,875.0,2010.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,1750.0,1000.0,2010.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,1000.0,2010.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1120.0,650.0,2010.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1100.0,625.0,2010.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1350.0,725.0,2010.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1500.0,825.0,2010.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130.0,1450.0,790.0,2010.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,800.0,2010.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,2000.0,1100.0,2010.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,850.0,2010.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1350.0,750.0,2010.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,700.0,2010.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1120.0,635.0,2010.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130.0,1300.0,750.0,2010.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1200.0,750.0,2010.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180.0,1100.0,640.0,2010.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,1250.0,675.0,2010.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,2000.0,1600.0,2010.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
600.0,2000.0,1300.0,2010.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,2000.0,1300.0,2010.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1800.0,1150.0,2010.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1750.0,1125.0,2010.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1600.0,1050.0,2010.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1800.0,1150.0,2010.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
400.0,1800.0,1100.0,2010.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,850.0,2010.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,800.0,2010.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1600.0,850.0,2010.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1700.0,980.0,2010.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
300.0,1800.0,1050.0,2010.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1900.0,1100.0,2010.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1950.0,1100.0,2010.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1900.0,1150.0,2010.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1800.0,950.0,2010.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
400.0,1700.0,1120.0,2010.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
500.0,1500.0,1050.0,2010.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1500.0,900.0,2010.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,850.0,2010.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300.0,1600.0,950.0,2010.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,900.0,2010.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1800.0,1300.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
400.0,2100.0,1250.0,2010.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1650.0,875.0,2010.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1700.0,1080.0,2010.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
400.0,1750.0,1075.0,2010.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1400.0,800.0,2010.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1100.0,625.0,2010.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1300.0,700.0,2010.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300.0,1600.0,950.0,2010.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150.0,1550.0,850.0,2010.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1700.0,950.0,2010.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,2000.0,1125.0,2010.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
400.0,1800.0,1100.0,2010.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
220.0,1800.0,960.0,2010.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1350.0,725.0,2010.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1300.0,760.0,2010.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200.0,1500.0,850.0,2010.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,1250.0,700.0,2010.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1100.0,625.0,2010.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150.0,1200.0,800.0,2010.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200.0,1100.0,650.0,2010.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
