Min,Max,Modal,Year,Month,Day,Variety_OTHER,Variety_PUNA,Grade_FAQ,Grade_LARGE,Grade_MEDIUM
600.0,650.0,620.0,2002.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
300.0,600.0,500.0,2002.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0
600.0,800.0,700.0,2002.0,4.0,26.0,0.0,0.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,10.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,11.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,15.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,18.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,19.0,0.0,1.0,1.0,0.0,0.0
150.0,300.0,200.0,2002.0,4.0,20.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,22.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,23.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,24.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,26.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,4.0,29.0,0.0,1.0,1.0,0.0,0.0
200.0,300.0,250.0,2002.0,4.0,30.0,0.0,1.0,1.0,0.0,0.0
200.0,300.0,250.0,2002.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0
200.0,300.0,250.0,2002.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0
200.0,500.0,300.0,2002.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,5.0,8.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0
200.0,300.0,250.0,2002.0,5.0,15.0,0.0,1.0,1.0,0.0,0.0
200.0,500.0,300.0,2002.0,5.0,18.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,5.0,20.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,5.0,21.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2002.0,5.0,28.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,5.0,29.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,5.0,30.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,500.0,2002.0,6.0,20.0,0.0,0.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2002.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0
300.0,400.0,350.0,2002.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0
200.0,500.0,300.0,2002.0,6.0,10.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2002.0,6.0,11.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2002.0,6.0,12.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2002.0,6.0,13.0,0.0,1.0,1.0,0.0,0.0
260.0,400.0,350.0,2002.0,6.0,15.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,300.0,2002.0,6.0,17.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2002.0,6.0,18.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2002.0,6.0,19.0,0.0,1.0,1.0,0.0,0.0
250.0,380.0,350.0,2002.0,6.0,25.0,0.0,1.0,1.0,0.0,0.0
250.0,500.0,400.0,2002.0,6.0,26.0,0.0,1.0,1.0,0.0,0.0
300.0,480.0,400.0,2002.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0
300.0,400.0,350.0,2002.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,430.0,2002.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,10.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,7.0,11.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,15.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,7.0,17.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,7.0,18.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,19.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,22.0,0.0,1.0,1.0,0.0,0.0
300.0,400.0,380.0,2002.0,7.0,23.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,350.0,2002.0,7.0,24.0,0.0,1.0,1.0,0.0,0.0
300.0,450.0,400.0,2002.0,7.0,26.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,400.0,2002.0,7.0,27.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,29.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,7.0,30.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,7.0,31.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,450.0,2002.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,480.0,2002.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,450.0,2002.0,8.0,7.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2002.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,480.0,2002.0,8.0,9.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,8.0,12.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,8.0,13.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,520.0,2002.0,8.0,17.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2002.0,8.0,19.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,450.0,2002.0,8.0,22.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,480.0,2002.0,8.0,23.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,400.0,2002.0,8.0,24.0,0.0,1.0,1.0,0.0,0.0
550.0,650.0,600.0,2002.0,8.0,28.0,0.0,1.0,1.0,0.0,0.0
250.0,500.0,320.0,2002.0,9.0,19.0,0.0,1.0,1.0,0.0,0.0
280.0,420.0,350.0,2002.0,9.0,20.0,0.0,1.0,1.0,0.0,0.0
470.0,625.0,550.0,2002.0,9.0,24.0,0.0,1.0,1.0,0.0,0.0
450.0,750.0,525.0,2002.0,9.0,25.0,0.0,1.0,1.0,0.0,0.0
500.0,700.0,600.0,2002.0,9.0,27.0,0.0,1.0,1.0,0.0,0.0
350.0,550.0,400.0,2002.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,450.0,2002.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0
300.0,450.0,400.0,2002.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,450.0,2002.0,10.0,9.0,0.0,1.0,1.0,0.0,0.0
300.0,650.0,450.0,2002.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,450.0,2002.0,10.0,17.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,550.0,2002.0,10.0,22.0,0.0,1.0,1.0,0.0,0.0
400.0,700.0,550.0,2002.0,10.0,28.0,0.0,1.0,1.0,0.0,0.0
400.0,650.0,530.0,2002.0,10.0,29.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,500.0,2002.0,10.0,30.0,0.0,1.0,1.0,0.0,0.0
400.0,500.0,450.0,2002.0,11.0,6.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,500.0,2002.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,500.0,2002.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,450.0,2002.0,11.0,14.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,500.0,2002.0,11.0,15.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,500.0,2002.0,11.0,22.0,0.0,1.0,1.0,0.0,0.0
450.0,650.0,500.0,2002.0,11.0,25.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,700.0,2002.0,11.0,26.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,700.0,2002.0,11.0,27.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,700.0,2002.0,11.0,28.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,750.0,2002.0,11.0,30.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,700.0,2002.0,12.0,4.0,0.0,1.0,1.0,0.0,0.0
500.0,800.0,700.0,2002.0,12.0,5.0,0.0,1.0,1.0,0.0,0.0
600.0,800.0,700.0,2002.0,12.0,7.0,0.0,1.0,1.0,0.0,0.0
600.0,850.0,800.0,2002.0,12.0,10.0,0.0,1.0,1.0,0.0,0.0
600.0,850.0,750.0,2002.0,12.0,11.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,12.0,19.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,12.0,20.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,12.0,27.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2002.0,12.0,31.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,350.0,2003.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,300.0,2003.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,350.0,2003.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,400.0,2003.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,400.0,2003.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,300.0,2003.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,1.0,13.0,0.0,1.0,1.0,0.0,0.0
300.0,450.0,400.0,2003.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0
250.0,475.0,450.0,2003.0,1.0,16.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,400.0,2003.0,1.0,17.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2003.0,1.0,20.0,0.0,1.0,1.0,0.0,0.0
200.0,480.0,410.0,2003.0,1.0,21.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,400.0,2003.0,1.0,22.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,350.0,2003.0,1.0,23.0,0.0,1.0,1.0,0.0,0.0
200.0,500.0,350.0,2003.0,1.0,27.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2003.0,1.0,29.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,380.0,2003.0,1.0,30.0,0.0,1.0,1.0,0.0,0.0
250.0,500.0,300.0,2003.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,350.0,2003.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,350.0,2003.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,350.0,2003.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0
300.0,450.0,400.0,2003.0,2.0,13.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,2.0,14.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2003.0,2.0,17.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2003.0,2.0,18.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2003.0,2.0,20.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2003.0,2.0,27.0,0.0,1.0,1.0,0.0,0.0
250.0,550.0,520.0,2003.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,350.0,2003.0,3.0,13.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,400.0,2003.0,3.0,17.0,0.0,1.0,1.0,0.0,0.0
250.0,400.0,350.0,2003.0,3.0,19.0,0.0,1.0,1.0,0.0,0.0
300.0,400.0,350.0,2003.0,3.0,29.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2003.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2003.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2003.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2003.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,300.0,2003.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2003.0,4.0,11.0,0.0,1.0,1.0,0.0,0.0
450.0,550.0,500.0,2003.0,4.0,23.0,0.0,1.0,1.0,0.0,0.0
500.0,600.0,550.0,2003.0,4.0,24.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,450.0,2003.0,4.0,29.0,0.0,1.0,1.0,0.0,0.0
350.0,500.0,400.0,2003.0,4.0,30.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,400.0,2003.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0
250.0,450.0,350.0,2003.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,350.0,2003.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0
200.0,450.0,350.0,2003.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0
200.0,400.0,300.0,2003.0,5.0,8.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2003.0,5.0,12.0,0.0,1.0,1.0,0.0,0.0
350.0,550.0,440.0,2003.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,300.0,2003.0,5.0,16.0,0.0,1.0,1.0,0.0,0.0
300.0,450.0,400.0,2003.0,5.0,17.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,5.0,19.0,0.0,1.0,1.0,0.0,0.0
380.0,450.0,430.0,2003.0,5.0,21.0,0.0,1.0,1.0,0.0,0.0
400.0,500.0,450.0,2003.0,5.0,22.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,5.0,26.0,0.0,1.0,1.0,0.0,0.0
350.0,500.0,450.0,2003.0,5.0,28.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,400.0,2003.0,5.0,29.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,5.0,31.0,0.0,1.0,1.0,0.0,0.0
350.0,500.0,450.0,2003.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0
300.0,500.0,450.0,2003.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0
300.0,550.0,450.0,2003.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0
300.0,700.0,500.0,2003.0,6.0,9.0,0.0,1.0,1.0,0.0,0.0
300.0,700.0,500.0,2003.0,6.0,10.0,0.0,1.0,1.0,0.0,0.0
300.0,700.0,600.0,2003.0,6.0,12.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,6.0,13.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,550.0,2003.0,6.0,18.0,0.0,1.0,1.0,0.0,0.0
320.0,640.0,580.0,2003.0,6.0,19.0,0.0,1.0,1.0,0.0,0.0
300.0,700.0,500.0,2003.0,6.0,21.0,0.0,1.0,1.0,0.0,0.0
350.0,800.0,550.0,2003.0,6.0,24.0,0.0,1.0,1.0,0.0,0.0
380.0,760.0,550.0,2003.0,6.0,25.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,6.0,26.0,0.0,1.0,1.0,0.0,0.0
400.0,700.0,600.0,2003.0,6.0,27.0,0.0,1.0,1.0,0.0,0.0
380.0,700.0,600.0,2003.0,6.0,28.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,6.0,30.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0
300.0,700.0,600.0,2003.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0
300.0,600.0,500.0,2003.0,7.0,11.0,0.0,1.0,1.0,0.0,0.0
350.0,600.0,500.0,2003.0,7.0,15.0,0.0,1.0,1.0,0.0,0.0
350.0,550.0,400.0,2003.0,7.0,16.0,0.0,1.0,1.0,0.0,0.0
350.0,600.0,500.0,2003.0,7.0,17.0,0.0,1.0,1.0,0.0,0.0
350.0,650.0,550.0,2003.0,7.0,18.0,0.0,1.0,1.0,0.0,0.0
500.0,600.0,550.0,2003.0,7.0,21.0,0.0,1.0,1.0,0.0,0.0
550.0,600.0,580.0,2003.0,7.0,22.0,0.0,1.0,1.0,0.0,0.0
550.0,630.0,600.0,2003.0,7.0,23.0,0.0,1.0,1.0,0.0,0.0
500.0,600.0,550.0,2003.0,7.0,24.0,0.0,1.0,1.0,0.0,0.0
500.0,630.0,520.0,2003.0,7.0,26.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,550.0,2003.0,7.0,29.0,0.0,1.0,1.0,0.0,0.0
350.0,600.0,550.0,2003.0,7.0,30.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,500.0,2003.0,7.0,31.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,500.0,2003.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0
350.0,600.0,500.0,2003.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,550.0,2003.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0
500.0,650.0,550.0,2003.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0
450.0,650.0,600.0,2003.0,8.0,7.0,0.0,1.0,1.0,0.0,0.0
600.0,700.0,680.0,2003.0,8.0,11.0,0.0,1.0,1.0,0.0,0.0
600.0,700.0,680.0,2003.0,8.0,12.0,0.0,1.0,1.0,0.0,0.0
450.0,600.0,550.0,2003.0,8.0,13.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,2003.0,8.0,18.0,0.0,1.0,1.0,0.0,0.0
400.0,600.0,500.0,2003.0,8.0,22.0,0.0,1.0,1.0,0.0,0.0
400.0,550.0,450.0,2003.0,8.0,23.0,0.0,1.0,1.0,0.0,0.0
500.0,670.0,600.0,2003.0,8.0,25.0,0.0,1.0,1.0,0.0,0.0
450.0,520.0,500.0,2003.0,8.0,26.0,0.0,1.0,1.0,0.0,0.0
450.0,540.0,500.0,2003.0,8.0,27.0,0.0,1.0,1.0,0.0,0.0
450.0,550.0,500.0,2003.0,8.0,28.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,2003.0,8.0,29.0,0.0,1.0,1.0,0.0,0.0
450.0,650.0,550.0,2003.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0
400.0,630.0,550.0,2003.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0
450.0,650.0,600.0,2003.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0
450.0,630.0,600.0,2003.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0
450.0,600.0,550.0,2003.0,9.0,5.0,0.0,1.0,1.0,0.0,0.0
530.0,620.0,580.0,2003.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0
500.0,620.0,590.0,2003.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0
500.0,630.0,600.0,2003.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0
450.0,600.0,550.0,2003.0,9.0,10.0,0.0,1.0,1.0,0.0,0.0
550.0,620.0,600.0,2003.0,9.0,11.0,0.0,1.0,1.0,0.0,0.0
500.0,630.0,600.0,2003.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0
600.0,650.0,620.0,2003.0,9.0,15.0,0.0,1.0,1.0,0.0,0.0
580.0,650.0,630.0,2003.0,9.0,17.0,0.0,1.0,1.0,0.0,0.0
580.0,640.0,620.0,2003.0,9.0,18.0,0.0,1.0,1.0,0.0,0.0
500.0,650.0,640.0,2003.0,9.0,19.0,0.0,1.0,1.0,0.0,0.0
500.0,650.0,620.0,2003.0,9.0,22.0,0.0,1.0,1.0,0.0,0.0
500.0,620.0,600.0,2003.0,9.0,23.0,0.0,1.0,1.0,0.0,0.0
550.0,680.0,650.0,2003.0,9.0,24.0,0.0,1.0,1.0,0.0,0.0
580.0,650.0,640.0,2003.0,9.0,26.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2003.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
500.0,650.0,600.0,2003.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
600.0,900.0,780.0,2003.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0
600.0,850.0,750.0,2003.0,10.0,7.0,0.0,1.0,1.0,0.0,0.0
600.0,890.0,800.0,2003.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0
600.0,900.0,750.0,2003.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0
600.0,1000.0,800.0,2003.0,10.0,13.0,0.0,1.0,1.0,0.0,0.0
650.0,1000.0,750.0,2003.0,10.0,16.0,0.0,1.0,1.0,0.0,0.0
700.0,1000.0,850.0,2003.0,10.0,17.0,0.0,1.0,1.0,0.0,0.0
700.0,1000.0,800.0,2003.0,10.0,18.0,0.0,1.0,1.0,0.0,0.0
600.0,900.0,700.0,2003.0,10.0,21.0,0.0,1.0,1.0,0.0,0.0
600.0,1000.0,850.0,2003.0,10.0,27.0,0.0,1.0,1.0,0.0,0.0
560.0,900.0,850.0,2003.0,10.0,28.0,0.0,1.0,1.0,0.0,0.0
500.0,900.0,850.0,2003.0,10.0,29.0,0.0,1.0,1.0,0.0,0.0
700.0,1000.0,900.0,2003.0,11.0,13.0,0.0,0.0,1.0,0.0,0.0
200.0,400.0,300.0,2003.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
500.0,900.0,750.0,2003.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0
200.0,350.0,330.0,2003.0,11.0,4.0,0.0,1.0,1.0,0.0,0.0
560.0,900.0,750.0,2003.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0
300.0,850.0,700.0,2003.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,850.0,2003.0,11.0,12.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,800.0,2003.0,11.0,13.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,750.0,2003.0,11.0,14.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,800.0,2003.0,11.0,17.0,0.0,1.0,1.0,0.0,0.0
300.0,850.0,750.0,2003.0,11.0,18.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,700.0,2003.0,11.0,19.0,0.0,1.0,1.0,0.0,0.0
250.0,350.0,300.0,2003.0,11.0,20.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,700.0,2003.0,11.0,22.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,700.0,2003.0,11.0,24.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,700.0,2003.0,11.0,28.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,750.0,2003.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,800.0,2003.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,800.0,2003.0,12.0,4.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,780.0,2003.0,12.0,5.0,0.0,1.0,1.0,0.0,0.0
400.0,850.0,800.0,2003.0,12.0,8.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,2003.0,12.0,11.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,700.0,2003.0,12.0,12.0,0.0,1.0,1.0,0.0,0.0
300.0,800.0,700.0,2003.0,12.0,15.0,0.0,1.0,1.0,0.0,0.0
180.0,250.0,200.0,2003.0,12.0,16.0,0.0,1.0,1.0,0.0,0.0
400.0,1000.0,800.0,2003.0,12.0,26.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,2003.0,12.0,29.0,0.0,1.0,1.0,0.0,0.0
300.0,900.0,800.0,2003.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0
400.0,900.0,850.0,2004.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
800.0,1000.0,900.0,2004.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0
800.0,1000.0,850.0,2004.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0
700.0,1000.0,800.0,2004.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0
800.0,1000.0,850.0,2004.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0
800.0,1000.0,900.0,2004.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0
800.0,1000.0,900.0,2004.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0
800.0,1100.0,1000.0,2004.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0
800.0,1000.0,900.0,2004.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0
950.0,1050.0,1000.0,2004.0,1.0,24.0,0.0,1.0,1.0,0.0,0.0
800.0,1050.0,950.0,2004.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0
850.0,1000.0,900.0,2004.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
850.0,1000.0,950.0,2004.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0
850.0,1000.0,950.0,2004.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
700.0,1000.0,900.0,2004.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0
750.0,1000.0,900.0,2004.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0
700.0,1000.0,900.0,2004.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0
700.0,1000.0,900.0,2004.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0
500.0,900.0,700.0,2004.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0
600.0,700.0,650.0,2004.0,2.0,19.0,0.0,1.0,0.0,0.0,0.0
500.0,750.0,650.0,2004.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0
500.0,750.0,700.0,2004.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0
500.0,750.0,700.0,2004.0,2.0,24.0,0.0,1.0,0.0,0.0,0.0
500.0,750.0,700.0,2004.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0
